start,end,name
1849.77,1850.27,PostStimSilence
1850.81,1856.311,TRIAL
1850.81,1856.31,STIM_Oxford_male3b.wav
1850.81,1856.31,REFERENCE
1850.81,1852.81,PreStimSilence
1855.81,1856.31,PostStimSilence
1856.74,1862.241,TRIAL
1856.74,1862.24,STIM_ferretmixed30.wav
1856.74,1862.24,REFERENCE
1856.74,1858.74,PreStimSilence
1861.74,1862.24,PostStimSilence
1862.68,1868.181,TRIAL
1862.68,1868.18,STIM_LBHB_stairs.wav
1862.68,1868.18,REFERENCE
1862.68,1864.68,PreStimSilence
1867.68,1868.18,PostStimSilence
1868.72,1874.221,TRIAL
1868.72,1874.22,STIM_Music-Apache.wav
1868.72,1874.22,REFERENCE
1868.72,1870.72,PreStimSilence
1873.72,1874.22,PostStimSilence
1874.7,1880.201,TRIAL
1874.7,1880.2,STIM_applause-foreground_clapper.wav
1874.7,1880.2,REFERENCE
1874.7,1876.7,PreStimSilence
1879.7,1880.2,PostStimSilence
1880.82,1886.321,TRIAL
1880.82,1886.32,STIM_SE1-27_Pile_Driver.wav
1880.82,1886.32,REFERENCE
1880.82,1882.82,PreStimSilence
1885.82,1886.32,PostStimSilence
1886.83,1892.331,TRIAL
1886.83,1892.33,STIM_ferretmixed11.wav
1886.83,1892.33,REFERENCE
1886.83,1888.83,PreStimSilence
1891.83,1892.33,PostStimSilence
1892.93,1898.431,TRIAL
1892.93,1898.43,STIM_ferretmixed10.wav
1892.93,1898.43,REFERENCE
1892.93,1894.93,PreStimSilence
1897.93,1898.43,PostStimSilence
1898.96,1904.461,TRIAL
1898.96,1904.46,STIM_ASE-58_Raking_Leaves_On_Asphalt.wav
1898.96,1904.46,REFERENCE
1898.96,1900.96,PreStimSilence
1903.96,1904.46,PostStimSilence
1905.03,1910.531,TRIAL
1905.03,1910.53,STIM_si1230.wav
1905.03,1910.53,REFERENCE
1905.03,1907.03,PreStimSilence
1910.03,1910.53,PostStimSilence
1910.95,1916.451,TRIAL
1910.95,1916.45,STIM_fire.wav
1910.95,1916.45,REFERENCE
1910.95,1912.95,PreStimSilence
1915.95,1916.45,PostStimSilence
1917.13,1922.631,TRIAL
1917.13,1922.63,STIM_SoundBible_rainforest.wav
1917.13,1922.63,REFERENCE
1917.13,1919.13,PreStimSilence
1922.13,1922.63,PostStimSilence
1923.08,1928.581,TRIAL
1923.08,1928.58,STIM_LBHB_lick.wav
1923.08,1928.58,REFERENCE
1923.08,1925.08,PreStimSilence
1928.08,1928.58,PostStimSilence
1929.11,1934.6109999999999,TRIAL
1929.11,1934.61,STIM_Motorcycle_Leaving.wav
1929.11,1934.61,REFERENCE
1929.11,1931.11,PreStimSilence
1934.11,1934.61,PostStimSilence
1936.41,1941.911,TRIAL
1936.41,1941.91,STIM_SE4-04_African_Drums.wav
1936.41,1941.91,REFERENCE
1936.41,1938.41,PreStimSilence
1941.41,1941.91,PostStimSilence
1942.41,1947.911,TRIAL
1942.41,1947.91,STIM_babble.wav
1942.41,1947.91,REFERENCE
1942.41,1944.41,PreStimSilence
1947.41,1947.91,PostStimSilence
1948.31,1953.811,TRIAL
1948.31,1953.81,STIM_LBHB_food2.wav
1948.31,1953.81,REFERENCE
1948.31,1950.31,PreStimSilence
1953.31,1953.81,PostStimSilence
1954.32,1959.821,TRIAL
1954.32,1959.82,STIM_ferretmixed17.wav
1954.32,1959.82,REFERENCE
1954.32,1956.32,PreStimSilence
1959.32,1959.82,PostStimSilence
1960.22,1965.721,TRIAL
1960.22,1965.72,STIM_ferretmixed03.wav
1960.22,1965.72,REFERENCE
1960.22,1962.22,PreStimSilence
1965.22,1965.72,PostStimSilence
1966.16,1971.661,TRIAL
1966.16,1971.66,STIM_SoundBible_falcon_squirrel.wav
1966.16,1971.66,REFERENCE
1966.16,1968.16,PreStimSilence
1971.16,1971.66,PostStimSilence
1972.21,1977.711,TRIAL
1972.21,1977.71,STIM_LBHB_stairs2.wav
1972.21,1977.71,REFERENCE
1972.21,1974.21,PreStimSilence
1977.21,1977.71,PostStimSilence
1978.28,1983.781,TRIAL
1978.28,1983.78,STIM_kayser_tropical_insects.wav
1978.28,1983.78,REFERENCE
1978.28,1980.28,PreStimSilence
1983.28,1983.78,PostStimSilence
1984.32,1989.821,TRIAL
1984.32,1989.82,STIM_kayser_moo.wav
1984.32,1989.82,REFERENCE
1984.32,1986.32,PreStimSilence
1989.32,1989.82,PostStimSilence
1990.41,1995.912,TRIAL
1990.41,1995.91,STIM_ferretmixed36.wav
1990.41,1995.91,REFERENCE
1990.41,1992.41,PreStimSilence
1995.41,1995.91,PostStimSilence
1996.42,2001.921,TRIAL
1996.42,2001.92,STIM_SoundBible_birds.wav
1996.42,2001.92,REFERENCE
1996.42,1998.42,PreStimSilence
2001.42,2001.92,PostStimSilence
2002.43,2007.931,TRIAL
2002.43,2007.93,STIM_ferretmixed33.wav
2002.43,2007.93,REFERENCE
2002.43,2004.43,PreStimSilence
2007.43,2007.93,PostStimSilence
2008.4,2013.901,TRIAL
2008.4,2013.9,STIM_00Oxford_male2b.wav
2008.4,2013.9,REFERENCE
2008.4,2010.4,PreStimSilence
2013.4,2013.9,PostStimSilence
2014.56,2020.061,TRIAL
2014.56,2020.06,STIM_ASE-53_Electric_Grinding_Wheel.wav
2014.56,2020.06,REFERENCE
2014.56,2016.56,PreStimSilence
2019.56,2020.06,PostStimSilence
2020.57,2026.071,TRIAL
2020.57,2026.07,STIM_crumpling_paper.wav
2020.57,2026.07,REFERENCE
2020.57,2022.57,PreStimSilence
2025.57,2026.07,PostStimSilence
2026.52,2032.021,TRIAL
2026.52,2032.02,STIM_00Oxford_male2b.wav
2026.52,2032.02,REFERENCE
2026.52,2028.52,PreStimSilence
2031.52,2032.02,PostStimSilence
2032.6,2038.1009999999999,TRIAL
2032.6,2038.1,STIM_Tambourine_Shaking.wav
2032.6,2038.1,REFERENCE
2032.6,2034.6,PreStimSilence
2037.6,2038.1,PostStimSilence
2038.66,2044.161,TRIAL
2038.66,2044.16,STIM_SoundBible_mechanical_hammer.wav
2038.66,2044.16,REFERENCE
2038.66,2040.66,PreStimSilence
2043.66,2044.16,PostStimSilence
2044.73,2050.231,TRIAL
2044.73,2050.23,STIM_ASE-04_Frying_Eggs.wav
2044.73,2050.23,REFERENCE
2044.73,2046.73,PreStimSilence
2049.73,2050.23,PostStimSilence
2050.67,2056.1710000000003,TRIAL
2050.67,2056.17,STIM_Running_Breathing.wav
2050.67,2056.17,REFERENCE
2050.67,2052.67,PreStimSilence
2055.67,2056.17,PostStimSilence
2058.07,2063.5710000000004,TRIAL
2058.07,2063.57,STIM_ferretmixed22.wav
2058.07,2063.57,REFERENCE
2058.07,2060.07,PreStimSilence
2063.07,2063.57,PostStimSilence
2064.23,2069.731,TRIAL
2064.23,2069.73,STIM_Music-Kenya_Os_Ipanemas.wav
2064.23,2069.73,REFERENCE
2064.23,2066.23,PreStimSilence
2069.23,2069.73,PostStimSilence
0.0,2069.731,PRE_PASSIVE
